Theta1_MaxAE/deg,Theta1_MAE/deg,Theta1_RMSE/deg,Theta2_MaxAE/deg,Theta2_MAE/deg,Theta2_RMSE/deg
1.520032201150867,0.5458819802104674,0.684721140350299,4.840625770090445,1.8716161470854422,2.4457858761407136
