time,theta1,theta2,theta3
0.0,1.5707963267948966,0.0,0.0
0.001,1.5706120315444148,0.000670176877325245,-0.0010086031386748017
0.002,1.5702417860330853,0.002020496230108576,-0.003047945375535396
0.003,1.5696883371731258,0.004041321030010057,-0.006106878106338466
0.004,1.5689542625082469,0.006723866846309262,-0.010174330815194827
0.005,1.568042076093194,0.010060062798301884,-0.015240089018538287
0.006,1.5669544902590355,0.014041419010434784,-0.021293541807575783
0.007,1.5656944901432464,0.01865873366163212,-0.02832335787844553
0.008,1.5642653885938675,0.02390189166287066,-0.03631714382182161
0.009000000000000001,1.5626708664430442,0.029759725117924418,-0.04526119970450334
0.010000000000000002,1.5609150364318765,0.03621976287495215,-0.05514007254342833
0.011000000000000003,1.5590024876486097,0.04326805748625646,-0.06593623035162856
0.012000000000000004,1.5569383278121116,0.05088900935181306,-0.07762971689900733
0.013000000000000005,1.5547282162804528,0.05906521656264683,-0.09019783531731371
0.014000000000000005,1.5523783847067854,0.06777736136591007,-0.1036148790574414
0.015000000000000006,1.5498956424952917,0.07700414382482168,-0.11785192903857776
0.016000000000000007,1.5472873647112007,0.08672227199890144,-0.13287673475965342
0.017000000000000008,1.5445614608830398,0.09690651573094934,-0.14865369442326096
0.01800000000000001,1.5417263241755692,0.10752982793010031,-0.1651439446851308
0.01900000000000001,1.5387907616367538,0.11856353327087886,-0.18230556466959583
0.02000000000000001,1.5357639075186318,0.12997757982538333,-0.20009389183406237
0.02100000000000001,1.5326551228987066,0.14174084476721516,-0.2184619398106826
0.022000000000000013,1.5294738858379329,0.15382148144046334,-0.23736090133225743
0.023000000000000013,1.5262296769762689,0.16618729224657036,-0.256740713598288
0.024000000000000014,1.5229318657047746,0.17880611031164664,-0.27655065964460274
0.025000000000000015,1.5195896018430604,0.19164617291003497,-0.29673997785784034
0.026000000000000016,1.5162117171352423,0.20467647107251688,-0.3172584527883685
0.027000000000000017,1.5128066399527726,0.21786706243932288,-0.3380569635831859
0.028000000000000018,1.5093823254877283,0.23118933783299025,-0.3590879711373956
0.02900000000000002,1.505946202572235,0.2446162357730469,-0.38030593075531655
0.03000000000000002,1.5025051371904594,0.2581224028074692,-0.40166762301185965
0.03100000000000002,1.4990654118493982,0.27168430075524036,-0.42313240100050226
0.03200000000000002,1.4956327192957037,0.28528026452000194,-0.4446623568041485
0.03300000000000002,1.4922121686229677,0.29889051595064453,-0.4662224135820016
0.03400000000000002,1.4888083015923916,0.3124971403010983,-0.48778035206262205
0.035000000000000024,1.4854251169548451,0.32608403226547,-0.5093067815452831
0.036000000000000025,1.4820661006694622,0.33963681846653904,-0.5307750659049075
0.037000000000000026,1.4787342601173479,0.3531427628004789,-0.5521612147804513
0.03800000000000003,1.4754321606672725,0.36659066032643217,-0.5734437493182009
0.03900000000000003,1.4721619632297267,0.37997072455385594,-0.594603550735085
0.04000000000000003,1.4689254617114247,0.3932744721147856,-0.615623698722999
0.04100000000000003,1.465724119537602,0.40649460797710507,-0.6364893054541019
0.04200000000000003,1.4625591046346293,0.41962491359957416,-0.6571873497522136
0.04300000000000003,1.4594313224563995,0.43266013977155693,-0.6777065149177418
0.04400000000000003,1.4563414467943088,0.4455959053276311,-0.6980370327586122
0.04500000000000003,1.4532899482346575,0.45842860247727424,-0.7181705355946876
0.046000000000000034,1.4502771202225164,0.47115530913431913,-0.7380999173630023
0.047000000000000035,1.447303102761728,0.48377370835837363,-0.7578192044432542
