time,theta1,theta2,theta3
0.0,1.5707963267948966,0.0,0.0
0.001,1.5706110123995496,0.0006865064652013992,-0.0010232403757239157
0.002,1.5702454007415405,0.002037755609055751,-0.003021305470518307
0.003,1.5697089069638248,0.004012184883522366,-0.005909076437932502
0.004,1.5690103918931197,0.006570876511304314,-0.009606857615918696
0.005,1.568158195313902,0.00967718033547873,-0.014039509588763243
0.006,1.5671602998753162,0.013296147590546188,-0.01913565419838172
0.007,1.5660243374960394,0.017394508915784573,-0.024827642588085817
0.008,1.564757585337586,0.021940672833949515,-0.03105152556024789
0.009000000000000001,1.5633669653859115,0.026904711803846574,-0.03774700139022009
0.010000000000000002,1.5618590468386095,0.03225833872360602,-0.04485734646508831
0.011000000000000003,1.5602400507470455,0.03797487581420713,-0.05232933239049468
0.012000000000000004,1.5585158565399366,0.04402921715880084,-0.06011313202023531
0.013000000000000005,1.5566920101721478,0.05039778574975087,-0.0681622160908482
0.014000000000000005,1.5547737337135976,0.05705848564651317,-0.07643324168319476
0.015000000000000006,1.5527659362302624,0.06399064972570924,-0.08488593349776986
0.016000000000000007,1.550673225822724,0.07117498346986618,-0.0934829588480679
0.017000000000000008,1.548499922686173,0.07859350526044341,-0.10218979728866338
0.01800000000000001,1.5462500730461446,0.08622948368793898,-0.11097460585626404
0.01900000000000001,1.5439274638118654,0.09406737244736066,-0.1198080809787393
0.02000000000000001,1.54153563777769,0.10209274343711111,-0.12866331817490023
0.02100000000000001,1.5390779091952629,0.11029221871425911,-0.1375156707110951
0.022000000000000013,1.5365573795361052,0.11865340197427623,-0.14634260839112845
0.023000000000000013,1.533976953266842,0.1271648102169562,-0.1551235776309359
0.024000000000000014,1.5313393534670579,0.1358158062332428,-0.16383986391043331
0.025000000000000015,1.528647137132174,0.1445965325026471,-0.1724744576065158
0.026000000000000016,1.5259027100198532,0.1534978470314522,-0.18101192409957262
0.027000000000000017,1.5231083409172042,0.1625112615920808,-0.18943827891814202
0.028000000000000018,1.5202661752264033,0.1716288827479528,-0.19774086854949696
0.02900000000000002,1.5173782477872988,0.1808433559697053,-0.20590825740451676
0.03000000000000002,1.514446494876235,0.19014781307108888,-0.21393012128874683
0.03100000000000002,1.5114727653400548,0.19953582311887108,-0.22179714760256408
0.03200000000000002,1.5084588308424633,0.20900134690269134,-0.22950094237519147
0.03300000000000002,1.5054063952163215,0.21853869498940742,-0.2370339441321788
0.03400000000000002,1.5023171029297502,0.22814248933286868,-0.24438934450514313
0.035000000000000024,1.4991925466861098,0.23780762836457853,-0.2515610154164587
0.036000000000000025,1.4960342741879546,0.24752925545331073,-0.2585434426099558
0.037000000000000026,1.4928437941030641,0.25730273059206993,-0.2653316652507819
0.03800000000000003,1.4896225812767623,0.2671236051482763,-0.27192122128229745
0.03900000000000003,1.4863720812391221,0.27698759949701346,-0.278308098203907
0.04000000000000003,1.4830937140585254,0.286890583346844,-0.2844886889196387
0.04100000000000003,1.4797888775946089,0.2968285585622834,-0.29045975230163346
0.04200000000000003,1.4764589577397065,0.3067976280241043,-0.29621836815124064
0.04300000000000003,1.473105308316704,0.31679403122223754,-0.3017619363162135
0.04400000000000003,1.4697292748475206,0.3268140855040318,-0.30708811888458015
0.04500000000000003,1.4663321887093201,0.3368541927318845,-0.31219482635389173
0.046000000000000034,1.4629153681665992,0.34691083171210163,-0.3170801966550754
0.047000000000000035,1.459480119103532,0.3569805520160688,-0.3217425769450884
0.048000000000000036,1.4560277354987927,0.36705996903971494,-0.3261805079041767
0.04900000000000004,1.4525594996820854,0.37714576015825607,-0.33039271029401773
0.05000000000000004,1.44907668240857,0.3872346618443791,-0.3343780735534381
0.05100000000000004,1.4455805427842936,0.3973234676291393,-0.3381356462283789
0.05200000000000004,1.442072328072719,0.40740902679573215,-0.3416646280520416
0.05300000000000004,1.4385532734094646,0.4174882437068242,-0.3449643635094735
0.05400000000000004,1.4350246014495156,0.42755807767618426,-0.34803433673807405
0.05500000000000004,1.4314875219684162,0.43761554330487745,-0.3508741676315222
0.05600000000000004,1.4279432314363383,0.4476577112112122,-0.35348360902935777
0.057000000000000044,1.424392912581448,0.45768170909193684,-0.35586254488786156
0.058000000000000045,1.4208377339566731,0.46768472305984865,-0.3580109893399541
0.059000000000000045,1.4172788495217876,0.47766399920999447,-0.35992908656257405
0.060000000000000046,1.4137173982507119,0.4876168453730198,-0.3616171113794241
0.06100000000000005,1.410154503772036,0.49754063301996265,-0.36307547053511624
0.06200000000000005,1.4065912740490376,0.5074327992879132,-0.36430470458364417
0.06300000000000004,1.4030288011038592,0.5172908491004845,-0.36530549033980575
0.06400000000000004,1.3994681607890351,0.5271123573609857,-0.3660786438467373
0.06500000000000004,1.39591041260821,0.5368949711995812,-0.3666251238161529
0.06600000000000004,1.392356599586659,0.5466364122585813,-0.36694603550026306
0.06700000000000005,1.3888077481910994,0.5563344790023627,-0.36704263495571937
0.06800000000000005,1.385264868297281,0.5659870490402908,-0.3669163336603648
