time,theta1,theta2
0.0,1.5707963267948966,0.0
0.04008016032064128,1.4714431307786464,0.5589840077059343
0.08016032064128256,1.4440663423580025,1.0206119590997431
0.12024048096192384,1.4915174696730749,1.072309816729685
0.16032064128256512,1.552925549324239,0.9656757279509274
0.2004008016032064,1.6022993120559366,0.8785221640721104
0.24048096192384769,1.6281120993344453,0.8509038792216872
0.280561122244489,1.631160263291248,0.856757702191201
0.32064128256513025,1.6151963480195108,0.8760754941405497
0.3607214428857715,1.584743244681947,0.9039198503351509
0.4008016032064128,1.5459555442970512,0.9381464882667364
0.4408817635270541,1.5061906521863968,0.9739978596788921
0.48096192384769537,1.4725803244003082,1.0051433025440426
0.5210420841683366,1.4505917320274564,1.0261063874428888
0.561122244488978,1.443144771896632,1.0335370600988785
0.6012024048096192,1.4502500920911159,1.0269951321930253
0.6412825651302605,1.469308429891858,1.0088048186519376
0.6813627254509018,1.4958012509124803,0.9834672774008217
0.721442885771543,1.5242729091277945,0.9565943146343178
0.7615230460921844,1.5494803170294258,0.9332734676643769
0.8016032064128256,1.5672710561695413,0.9173152156157102
0.8416833667334669,1.5752328887260552,0.9105968965812727
0.8817635270541082,1.5729007365713592,0.9132571984166277
0.9218436873747494,1.5616334004025472,0.9238489380826646
0.9619238476953907,1.5442203436035147,0.9398698038242116
1.002004008016032,1.5242706762128493,0.9581463785553787
1.0420841683366733,1.5055420045827432,0.9754033775689704
1.0821643286573146,1.4912354526846106,0.9886690313978849
1.122244488977956,1.483514595965608,0.9958858964981602
1.1623246492985972,1.4831423003583717,0.9962229679726204
1.2024048096192383,1.4895222705380258,0.9901732057525225
1.2424849699398797,1.5008903140482979,0.9794116986661013
1.282565130260521,1.5147602377828542,0.9663520996440148
1.3226452905811623,1.528422361537975,0.953636542599512
1.3627254509018036,1.5394823670607651,0.9434842133469445
1.4028056112224447,1.5462165037337745,0.9374532423512648
1.442885771543086,1.547855131909959,0.9361453521042897
1.4829659318637274,1.5445708788933716,0.9393289676506489
1.5230460921843687,1.5374057748072858,0.9460179379354249
1.56312625250501,1.527970160806036,0.9547436816337076
1.6032064128256511,1.518145634530966,0.9638118607817616
1.6432865731462925,1.5097021083255695,0.9716104926576994
1.6833667334669338,1.5040102738152799,0.9768629562240482
1.723446893787575,1.5018539838445846,0.9788349167983323
1.7635270541082164,1.5032636142195877,0.977462087413331
1.8036072144288577,1.5076744054622728,0.973290209503996
1.8436873747494988,1.5140184526691385,0.9673347112729782
1.8837675350701402,1.5209936810693934,0.9608279188710384
1.9238476953907815,1.5273039279633058,0.9549900022933224
1.9639278557114228,1.5318810526322792,0.9508160964139828
2.004008016032064,1.5340954552749138,0.9488427206206239
2.0440881763527052,1.5337533938807733,0.9492333256586338
2.0841683366733466,1.5311684236512528,0.9516807424726902
2.124248496993988,1.5269967684482246,0.9555656229144487
2.164328657314629,1.5221204682788767,0.9600847521750522
2.2044088176352705,1.51747432919412,0.9643804968743046
2.244488977955912,1.513856692571572,0.9677184696406459
2.284569138276553,1.511812666331356,0.9695859621251142
2.3246492985971945,1.5115757474783138,0.9697747674290312
2.3647294589178354,1.5130027922441027,0.968413909218883
2.4048096192384767,1.5156964520054796,0.9658806486097422
2.444889779559118,1.5190584662472417,0.9627414773255628
2.4849699398797593,1.52242953290816,0.9596137767802292
2.5250501002004007,1.525216303698166,0.9570464264743032
2.565130260521042,1.5269703810025463,0.9554522424503623
2.6052104208416833,1.527483635401539,0.9550115940606223
2.6452905811623246,1.5267778592070498,0.9556953409995115
2.685370741482966,1.5250876426089115,0.9572818869766176
2.7254509018036073,1.5228079274231567,0.9594045075605178
2.7655310621242486,1.5203940038989434,0.9616413223963218
2.8056112224448895,1.5182814424502478,0.9635909901580739
2.845691382765531,1.516829265362235,0.9649253229195036
2.885771543086172,1.51622813061802,0.9654659982251983
2.9258517034068134,1.516503609193067,0.9651907028870014
2.9659318637274548,1.5175298840211053,0.964221570525444
3.006012024048096,1.519052280394742,0.9627970832057261
3.0460921843687374,1.5207567206252917,0.961211785723589
3.0861723446893787,1.5223253699510517,0.9597606768897083
3.12625250501002,1.5234876813440739,0.9586950481419684
3.1663326653306614,1.5240803420205544,0.9581605773628469
3.2064128256513023,1.5240480523523638,0.9582060046514893
3.2464929859719436,1.523455762788516,0.958767994019953
3.286573146292585,1.522459609338627,0.9596995543570587
3.3266533066132262,1.5212724679638125,0.9608030123556599
3.3667334669338675,1.5201238412049234,0.9618661327655509
3.406813627254509,1.5192132471913793,0.9627048789928598
3.44689378757515,1.5186790042483274,0.9631916425415419
3.4869739478957915,1.5185851319894006,0.9632690892224517
3.527054108216433,1.5189029733911452,0.9629649432826659
3.567134268537074,1.519541070441182,0.9623656721965529
3.6072144288577155,1.5203558764781453,0.9616060946268955
3.6472945891783564,1.521185769286917,0.9608364547895739
3.6873747494989977,1.5218831230987626,0.9601935217935329
3.727454909819639,1.5223370016886677,0.9597789918132432
3.7675350701402803,1.5224866204832888,0.9596478642406897
3.8076152304609217,1.522337292159708,0.959793434854199
3.847695390781563,1.5219404534493366,0.9601667059389144
3.8877755511022043,1.5213900864605392,0.96068007747617
3.9278557114228456,1.520798580462343,0.9612289763465477
3.967935871743487,1.5202739259112061,0.9617135573264561
4.008016032064128,1.5199021643618749,0.9620545513736806
4.04809619238477,1.5197380784514194,0.9622019930848329
4.0881763527054105,1.5197887983463174,0.962150022537903
4.128256513026052,1.520026368885132,0.961925440249357
4.168336673346693,1.5203915974822286,0.9615839148117385
4.208416833667335,1.5208074610755467,0.9611972641579766
4.248496993987976,1.5211959842636398,0.9608378805734002
4.288577154308617,1.5214914534973927,0.9605663205984878
4.328657314629258,1.521647654494381,0.960424980133852
4.368737474949899,1.5216517940210987,0.9604247741204606
4.408817635270541,1.5215168672111439,0.9605530509893704
4.448897795591182,1.5212792192487687,0.9607756183151788
4.488977955911824,1.520990929863774,0.9610438817687995
4.529058116232465,1.5207075251868856,0.9613063500967151
4.569138276553106,1.5204782260913843,0.9615175374065965
