k3,k4,l10,l20,RMSE_theta_1,RMSE_theta_2,MAE_theta_1,MAE_theta_2,MaxAE_theta_1,MaxAE_theta_2,valid_exp_num
340.605809345557,264.39684616347455,0.1547184625261237,0.22886444859233587,0.0008947062378534871,0.005907540727544882,0.0007680530685688347,0.005801230159974829,0.0024438630729588517,0.009957492777298904,127
184.9614760652522,197.31508460915353,0.14325389346767944,0.2627960620854271,0.0012974824566228138,0.007847102424234085,0.0010765146254193543,0.007664905771902705,0.003576968084894494,0.01373751772126014,140
411.37189303729554,447.2546784746743,0.16728229998512298,0.26305412469867395,0.0006758135875541732,0.003782638675219265,0.0005981985449912849,0.0037306309725681926,0.0017052666842016784,0.006049387590713662,105
308.38129007004426,330.469234197384,0.15217436506465692,0.2509781680164419,0.0008867397674001033,0.005019280513346828,0.0007647078058251849,0.004933169949827379,0.0024995156272764607,0.008722885412471626,116
283.2823449352048,458.9613585582687,0.20531291916185507,0.2902578706214622,0.0008339058814417989,0.0038918914409360166,0.0007348163665608519,0.0038313807606606223,0.002128309360895253,0.006488403773307672,103
374.19685829172715,332.64674991147376,0.19984391059874576,0.20501042993698423,0.0007707004103131382,0.004865786367271289,0.0006744595195713913,0.004796759874979503,0.001896242522951841,0.007618589473538495,114
181.68600801324652,417.94872752924454,0.17119154557127417,0.2194599135684357,0.0010930571018713333,0.004443995697101489,0.0009329922397535917,0.004340867802422587,0.0031730454324545576,0.008519531822606952,106
171.38001042812246,419.6413356754075,0.18566695607025965,0.28638146112710255,0.0011199393053950442,0.004468130543456161,0.0009571046491729028,0.004362016366946827,0.0032529596449515363,0.008610326350010078,107
347.54932746280485,451.3752805100327,0.18367871022407137,0.2806739610125532,0.0007432602633429606,0.003842126632499732,0.0006565557684747015,0.003786111224883884,0.0018944027499920857,0.006254581520967306,104
250.99157200892085,393.17271928699495,0.1824400404402358,0.2880861821741885,0.0009533500787369031,0.004502112612896702,0.0008214553257017781,0.004414225089380942,0.002734532723764893,0.008193998670753933,108
