k3,k4,l10,l20,RMSE_theta_1,RMSE_theta_2,MAE_theta_1,MAE_theta_2,MaxAE_theta_1,MaxAE_theta_2,valid_exp_num
429.2860800626335,241.73979394583972,0.149193387488088,0.27657273239258545,0.0007723083605744935,0.006166538500455728,0.0006682968937410265,0.006060496844006358,0.001847315111747072,0.009474548162513752,131
208.036040186084,161.52359027136734,0.1419128244792766,0.217207988007011,0.0012988015142052789,0.009014813010498644,0.001077639545805645,0.008777352335490166,0.003552721627547273,0.015592019640459476,151
346.45288948520545,309.8878641506507,0.18056861411072786,0.23569348975576007,0.0008240935342023857,0.005181130494013684,0.000717050808800084,0.005101735692439493,0.0020137442069187994,0.008147792976265167,118
397.9239266493667,334.2439162079915,0.1809513101501322,0.2770493927777078,0.0007389836174635638,0.00481919491880934,0.0006456317230423088,0.004752512999716933,0.0018220158327726388,0.007498470568318705,115
289.97754163282235,373.7451788007309,0.17285451567620025,0.22293166310236956,0.0008947023014454958,0.004607109503692681,0.0007723038484883466,0.004524942595499251,0.002544163792907783,0.00816919182458159,110
239.90721003103027,300.33085094878584,0.16554500320954388,0.20417801216915826,0.00103465647697774,0.00554812168529304,0.0008810870348703011,0.0054444687529387045,0.002912080157765562,0.009817601792417141,117
374.4451897079878,247.6554660464191,0.1832721110540087,0.2753738157671637,0.0008268397548910477,0.006133097674633648,0.0007136377551698915,0.006031834276422488,0.002007081699186619,0.009516967180850766,128
360.2490251130268,404.08153159607673,0.1546265048613723,0.29090461362376957,0.000761662565516033,0.004189590574065198,0.0006687370041430913,0.0041281022001133,0.0018822546186572087,0.006687281125712763,109
424.97178093589383,283.58456151345376,0.19840974659749566,0.25029871290751504,0.0007430253259164316,0.005468959285128579,0.0006460744938062857,0.005388995457093395,0.0017989490232797056,0.00837957007963469,121
394.69734026975294,276.3454407746971,0.19355882445854564,0.2110489382092715,0.0007809313864988556,0.00559939929461229,0.0006798599573018092,0.005511609834179054,0.0018973787772165185,0.008664161581644014,122
436.45429678704704,180.6791158862734,0.16678178880594915,0.2764507112198529,0.0008354696646135035,0.007735421428227485,0.0007124645333698253,0.007537065297506113,0.002026579713519494,0.011958353685110612,151
414.3059122712133,172.39904861458206,0.16695283333336816,0.2715931527698714,0.0008676249698609375,0.008040790369904368,0.0007385842960025065,0.007821800421520843,0.0021167477004586654,0.012524167336909364,153
391.0646292250536,244.16889587619576,0.19765946445307178,0.2449962472474764,0.0008098305280591997,0.006176456289497662,0.000699546608193669,0.0060744128903525135,0.0019586878535364782,0.009550986978329623,129
254.5015291845587,176.57032173142542,0.18379044252841772,0.2636908076475551,0.0011577818741395777,0.008309840217688989,0.0009656426481892478,0.008106097838301074,0.0031388797330946794,0.014121822149165852,148
416.4091126393085,402.53884650565186,0.1602382508536456,0.24147504273341044,0.0006971864159275262,0.004121331985436018,0.0006129984346888809,0.004061804057483502,0.0017171650839955532,0.006492868039626731,109
245.1517271901655,438.80801462756676,0.20327855507444287,0.27516502065899073,0.0009229912515497752,0.004123895704014436,0.000805494477928994,0.004052131459003711,0.002312578433208534,0.006896713730196458,104
464.3573650112837,287.5627641526221,0.18900590769623415,0.2867806159381344,0.0007048000970479723,0.005347735387772371,0.0006164999269578653,0.005265908628866825,0.0016901174614813996,0.008155644378042781,121
331.82035589756765,262.5167606667003,0.1812613602323324,0.20667084278294576,0.0008967749021238464,0.0059591452499417235,0.0007690597811233495,0.005852401982055091,0.002486019478965762,0.010062301373315152,125
266.40025092658243,467.099762974899,0.18774570480769526,0.28382264440549515,0.0008578841301390593,0.0038708584117355697,0.0007548876274897729,0.003808084898199009,0.002195578561549949,0.00650787721323981,102
253.02124426881292,200.19737348844444,0.18819735576556187,0.20480404334779595,0.0011305540699615584,0.007565832387502259,0.0009506391599045745,0.00739707682241599,0.003059230928166068,0.012884753012188,140
182.02450366954784,170.9728220626624,0.185397386131096,0.2674767789883578,0.0013532441535541167,0.00873579423695431,0.0011196460694683807,0.008515545071918783,0.003725361407298733,0.015267032008969339,147
163.77130508696496,275.8285395708498,0.18660665799165382,0.27766220536973485,0.0012717903703633536,0.006154930101411213,0.0010680419938579595,0.006015418190617329,0.003528352225582676,0.0111818264612073,123
474.9512220157478,395.3423829736366,0.20079916112602036,0.2970060593594349,0.0006273931662135431,0.004106219578709617,0.0005555412773298329,0.0040528600711941965,0.001575536570303182,0.006389767477268327,108
177.51549416794685,409.00944275685856,0.1819619652646171,0.2390179362729087,0.0011030131292664592,0.0045245100855383176,0.0009430204230212129,0.004418332670856075,0.0032142751816051085,0.008668535885310413,108
446.39898627223573,408.7010294545965,0.148010415358847,0.24335820478646347,0.0006665691565290105,0.004040841235733736,0.000586769979468366,0.003983592035299053,0.0016357158429294305,0.00632445030814871,109
440.54508264670307,166.32132142573175,0.2045141077521376,0.21670179350378538,0.0008383789871166277,0.008235244375262801,0.0007137450287737865,0.007996275841156308,0.0020433004202424776,0.012789759242877563,154
259.7894136398951,389.59291377905936,0.17497778157173405,0.2590953598883879,0.0009447339475134601,0.004520623267406514,0.0008144407314086761,0.004434801070604506,0.002688105487608894,0.00817242344690755,109
397.9595854806345,433.32459790531226,0.18810403841217407,0.24097342601748656,0.0006907177768341086,0.003894569086980829,0.0006107329173429974,0.0038410981622730425,0.001749973966012286,0.00623040669898417,105
416.03509507156843,398.71382301163106,0.1919150379087938,0.2582671009127852,0.0006979192293346679,0.004153976194300975,0.0006134717415059596,0.004094171317218391,0.001720619768917464,0.006538301992766893,109
214.45772233077835,170.0225475767009,0.16005074045705933,0.2987062957420671,0.0012668835323281413,0.008675395958806582,0.001051501934499071,0.008458218720097827,0.003456358576606533,0.014938297774974296,148
396.82034403305516,402.1777821546114,0.18762625742396802,0.26540646700932785,0.0007186428506342377,0.004156738790969506,0.0006307408811442029,0.0040978251988994085,0.0017720883714855695,0.0065668287281909765,108
203.06702288929228,380.86726805372894,0.16211756206567365,0.26424827893377495,0.001057834176450614,0.004701344801254382,0.0009062397306124338,0.004601785518835612,0.0030523593139535343,0.008770345740959307,111
165.29143221309204,190.3922406403808,0.15566676092101894,0.27963495754892026,0.0013731637235791655,0.008099641977165789,0.0011387711916814418,0.007902653706958097,0.0037860325033696185,0.01434581644457772,143
419.31260970972744,252.87289831792026,0.20488532856757777,0.2951319387257504,0.00077238015576327,0.005983469681417414,0.0006692455016657447,0.005887201429340132,0.0018579826532347798,0.00918144182533015,127
159.7056879176304,213.9936683867957,0.1712600258522675,0.21263801369536514,0.0013717102985107321,0.007491553612871618,0.0011429769558018628,0.007319348593021094,0.0037432126173917446,0.013295985594220017,135
218.75357113755805,457.74464912154224,0.1486504922832948,0.28781583884430917,0.0009709665925150098,0.004050659897061805,0.0008462240261340011,0.003974148303526768,0.002433589560626226,0.006886536652041142,103
295.6523524271243,232.73469339027366,0.18887669608001723,0.2970111461950325,0.000996443459575007,0.006648861802629325,0.0008416349802258927,0.006517363833474672,0.002721203076934131,0.011224125169989996,131
174.77981376237537,342.2890291501364,0.19062670550380736,0.2188736304971582,0.00114875940750907,0.0051665277942870265,0.0009780937852871439,0.005054851666700271,0.0033156647616892077,0.009652398675303153,114
189.58084264975494,452.73441788934156,0.20041295315684185,0.2470888948973314,0.001066038879568778,0.004184209567312955,0.0009123985264817846,0.004083030628011697,0.0030834298942192806,0.008070268000807068,106
451.50228396628427,362.7751684386526,0.16073675051619074,0.29084104155551427,0.0006777600972248059,0.004444641305960978,0.0005951935315230991,0.0043828959573240876,0.0016532160361832915,0.006878745689832211,112
417.368231919289,290.5616103585303,0.14603587268327722,0.26741598131511957,0.0007501283387898755,0.0053663095724004704,0.000652755499952253,0.005287412082690642,0.0018119243696850251,0.008252553590693157,121
471.4498727376206,301.797418251379,0.2036798023150552,0.28592103681721964,0.0006840332129073657,0.005128059414649846,0.0006005773183234413,0.005054369243923674,0.0016572733855271249,0.007834564928634602,119
226.48156983931557,301.36284961357137,0.18177606220033776,0.203396040430912,0.0010624842618827876,0.005573115802334909,0.000905270068788449,0.00546691575241012,0.0029968163354212596,0.00991390242031448,118
457.5253499629743,442.3994893897476,0.19727961290645674,0.2551605887789185,0.000631987471925235,0.0037725171028277506,0.0005598469157762177,0.0037229611234528164,0.0015906192213872572,0.005945925010883035,105
205.86163123684986,165.59251438070714,0.17267772038921309,0.21002385494846074,0.0012956573571799002,0.008848825220744308,0.0010753037067281197,0.008615970635866877,0.003548262699988314,0.015332229138298403,150
312.7441204658036,225.13204976571964,0.16497862041206882,0.23062770456305448,0.0009799352139537166,0.006794378036958547,0.0008282381793325133,0.00666237856339354,0.00265160236464812,0.011374641338931901,133
428.56568820287424,472.8414016899523,0.17673407784795445,0.2101950647005627,0.0006517905700874021,0.0035994098142625394,0.0005759860179738958,0.003550609563780917,0.0016476244539640472,0.005767039595055923,102
439.35398493403346,371.45864654121107,0.19578945993199165,0.296602746095957,0.0006797220595945516,0.004373620968730964,0.0005971985026035112,0.004313303205536684,0.001677577902625238,0.006799474644530956,110
419.13834394291376,210.87786582788826,0.14340358201196846,0.25213361942802265,0.0008289893158751166,0.006897392882837348,0.0007092438415773054,0.006753367884157305,0.002031386627792342,0.01060806882548232,140
214.34932197723086,202.01715717388691,0.19827919022669266,0.22690741365571307,0.0012136406356555397,0.0076277436939824255,0.001012537695368866,0.007455675328126714,0.0033216428793765296,0.01317753744216249,139
212.92206827200627,271.1481233492405,0.14559503681283556,0.23672508600288583,0.001138081299236527,0.00609746137870194,0.000959712554011725,0.005970596298462796,0.0031448860155451897,0.010762081127524137,123
362.26737010484635,222.99818471767273,0.20106292623447494,0.23302608646478634,0.0008635505723383709,0.006660735470529529,0.0007428526289647001,0.006539522176191546,0.0020977369800170287,0.01038806177240098,133
441.5334317948005,182.98462202086768,0.19538310690169483,0.2279609174929923,0.0008261599214421467,0.007661971912440151,0.0007043138204202141,0.007468964498361608,0.0020061878459245452,0.011814016891869838,150
373.4271618953885,423.6139480218479,0.1617817728747492,0.3004008038153208,0.0007358498491251242,0.00402304708808218,0.0006463453091589314,0.003963444143184848,0.001828098119110999,0.006421260015263497,107
387.39607304806214,470.47563068936415,0.17053164973367843,0.253307052638181,0.0006956678338259932,0.0036724256703047926,0.0006157366938873293,0.0036200999676479686,0.0017608602626557612,0.0059291777244718236,104
296.7330793784657,244.86065781451595,0.15146476955396654,0.21566691616646724,0.000991842969544911,0.00638848010223164,0.000841373341036622,0.006263790209521765,0.002689000024070909,0.010815090666412785,129
426.4512572626058,424.09922419470774,0.15086716238180706,0.24357623096436903,0.0006639077882580355,0.003927070667958389,0.0005878492248252976,0.0038745598069421733,0.001677614091755153,0.006224855428728915,106
237.8561640239557,419.3009636665514,0.17239373247620673,0.25894009309855603,0.0009762382189928854,0.004320974361610718,0.0008413017982306642,0.004232430785659666,0.00278912769747941,0.007986973897575689,107
307.71921486870053,402.2146011424661,0.20388467559485904,0.2616373354897666,0.0008251727977327994,0.0042813465252937765,0.000722261372114045,0.004214558171639243,0.0020691472119316323,0.006945744717812896,107
400.5300735111081,205.29455090745645,0.15454488745739373,0.23251409189578148,0.0008516433844375013,0.007080785732710032,0.0007273864534974067,0.006929395918344041,0.0021028684592832025,0.010917740897634809,142
227.91529987494295,473.4137680349923,0.14481329291403394,0.28468652256846927,0.0009508372589638606,0.003931739129926271,0.000829694902658392,0.003857037434034001,0.002374927556691331,0.0066859230269011305,103
363.1602336184709,304.92436253948966,0.19863040998722364,0.2508886277238158,0.0008019477132809138,0.0052360244848501285,0.0006965566376470884,0.005157837889746947,0.001962236985615373,0.008170954446301504,118
323.4962097576824,240.7712409674822,0.18466032310192307,0.24156351436650894,0.0009234340099589272,0.0064010205052990495,0.0007854233893499356,0.006284597125371107,0.002565038663755015,0.010761852427328689,129
286.1199587983771,265.9289879994241,0.17788862128801214,0.22595312397828957,0.0009669349577174111,0.005992183573964343,0.0008263212469013736,0.005884494383513665,0.0027037751742491345,0.010278745845336335,123
357.4700601655031,198.39761103480322,0.1764942813089697,0.2606467658254793,0.0009365694848497533,0.007393271146114184,0.000791645016285395,0.0072245694495419325,0.0025120752903471377,0.012191376663888087,143
358.0473976232785,327.08786905505787,0.1597441398928552,0.2193476580826271,0.0007921859959247966,0.00495422329880064,0.0006924833030588296,0.004883376658564412,0.001954687867503857,0.007781328603649829,114
200.27379465282763,219.32114607594838,0.20550935338745097,0.20969212744743518,0.001217090166271076,0.007196509590296424,0.0010200146879919326,0.007043267852997785,0.003371717195547852,0.012581268204992113,131
475.59317482948177,413.62039590776135,0.15333029025174919,0.2715590638480393,0.0006255306515281772,0.00395464866618126,0.0005545565451138555,0.003902581473636121,0.0015635729009426669,0.006182364909769367,108
259.2513740610527,259.92312403575,0.20784079161838495,0.23280552698408266,0.0010174879122680476,0.006142945306126148,0.0008665389959422704,0.006028047111664791,0.0028660383618324126,0.010652943365464684,124
404.05599831371194,411.6429164959918,0.16868151753911023,0.27354056185789577,0.000709819054385958,0.004071157315612247,0.0006235212761018814,0.004013286464280758,0.0017455382434234945,0.00643443512718761,108
447.9688638049601,447.71746427701237,0.17550255915673316,0.2092226379293822,0.0006395715940821384,0.0037336939537109376,0.0005658567295283151,0.003684641139219033,0.0016109876405963064,0.0059255117222229425,104
426.93655345589514,463.1746913072493,0.15234295629241343,0.28130584496003463,0.000654872733544201,0.0036721744508736447,0.0005792155014933077,0.003622189935589773,0.0016562636439239053,0.005854318102591571,103
265.7101131878803,327.0417726405336,0.1780829291681777,0.250292408999681,0.0009562555792532477,0.005137680958367734,0.0008222236415986739,0.005044549150264968,0.0027222212827267,0.009082348115606764,115
170.14005884766246,292.82417373364433,0.15056378926952255,0.24766459244849193,0.001237204652491402,0.005876672027328451,0.0010408494123973673,0.0057439170016039265,0.003436998940166802,0.010687587227038609,120
