Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
RB_MAA_LOLink,-0.0100015812585976,0.0053087361873535,0.0341502885030413,0,0,0,0.016100035352585,9.30652305816205E-06,2.88815240928479E-10,-8.78568622979035E-11,9.08331331718967E-06,-1.01764862281575E-06,1.90973319061551E-06,0,0,0,0,0,0,package://v2_4/meshes/RB_MAA_LOLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RB_MAA_LOLink.STL,,MAA_lower-1,RB_MAA_LOLink,RB_MAA_FM_SlideJoint,RB_MAA_FM_SlideJoint,prismatic,0.0100000000000002,-0.0150000000000005,-0.105,0,0,0,RB_MAA_FM_Link,0,0.141421356237309,0.989949493661167,0,0,0,0,,,,,,,,
LF_BAA_UPLink,0.00981181262898023,-0.0056297628440902,-0.0798568946004002,0,0,0,0.0368915587454767,8.18381134214068E-05,-9.61603283988576E-08,2.45908458701361E-08,8.15107041421994E-05,-5.27909434211993E-06,2.46502905129696E-06,0,0,0,0,0,0,package://v2_4/meshes/LF_BAA_UPLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LF_BAA_UPLink.STL,,BAA_upper_right-2,LF_BAA_UPLink,LF_BAA_UP,LF_BAA_UpJoint,revolute,-0.125,0.335,-0.105,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
LF_BAA_FM_Link,0,2.77555756156289E-17,0,0,0,0,0.000267035375555132,1.02363560629467E-08,7.07159068762609E-24,-1.56184078659875E-24,1.02771139706825E-08,6.08442329991107E-10,1.93193068200113E-08,0,0,0,0,0,0,package://v2_4/meshes/LF_BAA_FM_Link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LF_BAA_FM_Link.STL,,floatingMass-7,LF_BAA_FM_Link,LF_BAA_SlideJoint,LF_BAA_SlideJoint,prismatic,0.00999999999999998,-0.00669872980999995,-0.1,0,0,0,LF_BAA_UPLink,0,-0.0668375060451475,-0.997763873762557,0,0,0,0,,,,,,,,
LF_BAA_LOLink,0.010000079310193,0.00426951731051858,0.0584895373405412,0,0,0,0.151652504527125,0.000248348132545758,6.44648290072164E-12,-2.66092709812721E-11,0.000246701764286904,-1.52905585259229E-05,1.62720716615077E-05,0,0,0,0,0,0,package://v2_4/meshes/LF_BAA_LOLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/LF_BAA_LOLink.STL,,BAA_lower-4,LF_BAA_LOLink,LF_BAA_FM_SlideJoint,LF_BAA_FM_SlideJoint,prismatic,-0.01,-0.00669872981000013,-0.1,0,0,0,LF_BAA_FM_Link,0,0.0668375060451433,0.997763873762558,0,0,0,0,,,,,,,,
RF_BAA_UPLink,-0.0096608,-0.0043083,-0.056772,0,0,0,0.05526,8.3833E-05,2.5964E-07,-6.6393E-08,8.3557E-05,-5.1588E-06,5.2923E-06,0,0,0,0,0,0,package://v2_4/meshes/RF_BAA_UPLink.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/RF_BAA_UPLink.STL,,BAA_upper_left-2,RF_BAA_UPLink,RF_BAA_UP,RF_BAA_UpJoint,revolute,0.125,0.335,-0.105,0,0,0,base_link,-1,0,0,0,0,0,0,,,,,,,,
RF_BAA_FM_Link,0,-5.5511E-17,5.5511E-17,0,0,0,0.00026704,1.0236E-08,-8.5007E-24,-1.3773E-24,1.0277E-08,6.0844E-10,1.9319E-08,0,0,0,0,0,0,package://v2_4/meshes/RF_BAA_FM_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/RF_BAA_FM_Link.STL,,floatingMass-6,RF_BAA_FM_Link,RF_BAA_SlideJoint,RF_BAA_SlideJoint,prismatic,-0.00999999999999901,-0.00669872981002087,-0.1,0,0,0,RF_BAA_UPLink,0,-0.0668375060451445,-0.997763873762558,0,0,0,0,,,,,,,,
RF_BAA_LOLink,-0.00999992068980698,0.00426951731051883,0.0584895373405412,0,0,0,0.151652504527125,0.000248348132545757,6.44648290530497E-12,-2.66092710162827E-11,0.000246701764286904,-1.52905585259239E-05,1.62720716615075E-05,0,0,0,0,0,0,package://v2_4/meshes/RF_BAA_LOLink.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://v2_4/meshes/RF_BAA_LOLink.STL,,BAA_lower-3,RF_BAA_LOLink,RF_BAA_FM_SlideJoint,RF_BAA_FM_SlideJoint,prismatic,0.01,-0.00669872981000054,-0.100000000000001,0,0,0,RF_BAA_FM_Link,0,0.0668375060451482,0.997763873762557,0,0,0,0,,,,,,,,
LB_BAA_UPLink,0.0098118,0.0050715,-0.079894,0,0,0,0.036892,8.1838E-05,-9.8581E-08,1.1546E-08,8.15E-05,5.3573E-06,2.4756E-06,0,0,0,0,0,0,package://v2_4/meshes/LB_BAA_UPLink.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/LB_BAA_UPLink.STL,,BAA_upper_right-1,LB_BAA_UPLink,LB_BAA_UP,LB_BAA_UpJoint,revolute,-0.125,-0.335,-0.105,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
LB_BAA_FM_Link,2.7756E-17,-1.1102E-16,1.1102E-16,0,0,0,0.00026704,1.0236E-08,-3.3297E-24,2.7975E-24,1.0277E-08,-6.0844E-10,1.9319E-08,0,0,0,0,0,0,package://v2_4/meshes/LB_BAA_FM_Link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/LB_BAA_FM_Link.STL,,floatingMass-2,LB_BAA_FM_Link,LB_BAA_SlideJoint,LB_BAA_SlideJoint,prismatic,0.0100000000000006,0.00669872981000008,-0.1,0,0,0,LB_BAA_UPLink,0,0.0668375060451427,-0.997763873762558,0,0,0,0,,,,,,,,
LB_BAA_LOLink,0.0099999,-0.0042695,0.05849,0,0,0,0.15165,0.00024835,6.4455E-12,2.6611E-11,0.0002467,1.5291E-05,1.6272E-05,0,0,0,0,0,0,package://v2_4/meshes/LB_BAA_LOLink.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/LB_BAA_LOLink.STL,,BAA_lower-1,LB_BAA_LOLink,LB_BAA_FM_SlideJoint,LB_BAA_FM_SlideJoint,prismatic,-0.0100000000000001,0.00669872980999975,-0.0999999999999998,0,0,0,LB_BAA_FM_Link,0,-0.066837506045145,0.997763873762558,0,0,0,0,,,,,,,,
RB_BAA_UPLink,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,package://v2_4/meshes/RB_BAA_UPLink.STL,1,1,1,1,0,0,0,0,0,0,package://v2_4/meshes/RB_BAA_UPLink.STL,,BAA_upper_left-1,RB_BAA_UPLink,RB_BAA_UP,RB_BAA_UpJoint,revolute,0.124999999999999,-0.334999999999652,-0.10499999999942,0,0,0,base_link,-1,0,0,0,0,0,0,,,,,,,,
RB_BAA_FM_LINK,0,-1.1102E-16,0,0,0,0,0.00026704,1.0236E-08,7.4965E-24,-4.9929E-24,1.0277E-08,-6.0844E-10,1.9319E-08,0,0,0,0,0,0,package://v2_4/meshes/RB_BAA_FM_LINK.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/RB_BAA_FM_LINK.STL,,floatingMass-1,RB_BAA_FM_Link,RB_BAA_SlideJoint,RB_BAA_SlideJoint,prismatic,-0.00999999999999995,0.00669872980965114,-0.100000000000579,0,0,0,RB_BAA_UPLink,0,0.0668375060451448,-0.997763873762558,0,0,0,0,,,,,,,,
RB_BAA_LOLink,-0.01,-0.0042695,0.05849,0,0,0,0.15165,0.00024835,6.4455E-12,2.6611E-11,0.0002467,1.5291E-05,1.6272E-05,0,0,0,0,0,0,package://v2_4/meshes/RB_BAA_LOLink.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://v2_4/meshes/RB_BAA_LOLink.STL,,BAA_lower-2,RB_BAA_LOLink,RB_BAA_FM_SlideJoint,RB_BAA_FM_SlideJoint,prismatic,0.01,0.0066987298100003,-0.0999999999999999,0,0,0,RB_BAA_FM_LINK,0,-0.066837506045146,0.997763873762558,0,0,0,0,,,,,,,,
