Theta1_MaxAE/deg,Theta1_MAE/deg,Theta1_RMSE/deg,Theta2_MaxAE/deg,Theta2_MAE/deg,Theta2_RMSE/deg
1.427462275578578,0.5166109377641168,0.6539665818224527,5.198012172085747,1.7272121303641934,2.309077664322149
