,RMSE_theta1,RMSE_theta2,MAE_theta1,MAE_theta2,MaxAE_theta1,MaxAE_theta2
0,0.09150987889854134,0.1748216594962031,0.06648760591143574,0.13245287839683664,0.3107539705534266,0.5407107113602847
